id_celda,num_reportes,num_puntos_criticos,num_cestas,tiene_macroruta,dist_cesta_mas_cercana,dist_punto_critico,target_riesgo
C00837,0.0,0.0,10.0,1,68.90146385139722,308.5983049229094,1
C00838,0.0,0.0,0.0,1,200.50645033877612,334.3958341945837,1
C00839,0.0,0.0,0.0,1,268.33021715082344,263.5569611920505,1
C00840,0.0,1.0,14.0,1,39.852194690150775,69.22669215127124,1
C00841,0.0,0.0,12.0,1,76.90602253619431,255.1909050488002,1
C00842,0.0,0.0,2.0,1,106.3147221426833,462.60102106002944,1
C00843,0.0,0.0,36.0,1,12.636572187514886,342.5896908631568,1
C00844,0.0,0.0,56.0,1,40.10088625361203,282.2100635075394,1
C00845,0.0,0.0,46.0,1,31.212478557542457,220.1712788737547,1
C00846,0.0,1.0,14.0,1,18.673256790566498,29.832680369402638,1
C00957,0.0,0.0,6.0,1,138.9875877350926,167.53862361079453,1
C00958,0.0,1.0,14.0,1,91.90517046217337,122.85109442256108,1
C00959,0.0,0.0,12.0,1,72.06106017921822,263.326390697079,1
C00960,0.0,1.0,15.0,1,85.61560818947731,60.50144721412684,1
C00961,0.0,0.0,25.0,1,32.81964490666427,250.95828775407452,1
C00962,0.0,0.0,27.0,1,50.14570872410024,491.7944138790901,1
C00963,0.0,0.0,5.0,1,86.95450538328134,430.6851318619778,1
C00964,0.0,0.0,0.0,1,174.1192627346888,188.45552270487352,1
C00965,0.0,2.0,0.0,1,208.77536532226983,94.2293449386323,1
C00966,0.0,1.0,6.0,1,75.09412897545386,102.09185146743538,1
C00967,0.0,0.0,2.0,1,49.48685169872096,164.34842944624518,1
C00968,0.0,0.0,2.0,1,125.05028759665369,312.1169815499257,1
C00969,0.0,0.0,8.0,1,78.32457532155655,180.96152432286684,1
C00970,0.0,0.0,16.0,1,57.50414358403106,305.08545753390865,1
C00971,0.0,0.0,25.0,1,49.001177425774216,298.72166617396135,1
C00972,0.0,1.0,33.0,1,26.943839317530617,126.37707551711263,1
C00973,0.0,1.0,24.0,1,33.98163255134394,56.828341940244165,1
C00974,0.0,0.0,2.0,1,144.09109177830788,300.83929947214904,1
C00975,0.0,0.0,8.0,1,49.224519839853066,251.3203878097877,1
C00976,0.0,0.0,6.0,1,3.3969255162249508,374.9353732391495,1
C01086,0.0,0.0,8.0,1,94.62509353078026,356.2422892784927,1
C01087,0.0,0.0,14.0,1,37.90015408974622,337.5378048008887,1
C01088,0.0,0.0,6.0,1,83.86360374204148,402.39764642209764,1
C01089,0.0,0.0,2.0,1,78.36695076622273,310.2313699861711,1
C01090,0.0,0.0,13.0,1,25.18828637340427,392.0697286186359,1
C01091,0.0,0.0,24.0,1,59.92419615767219,302.0975520104119,1
C01092,0.0,0.0,17.0,1,38.84921371183966,392.18259747504896,1
C01093,0.0,0.0,12.0,1,44.870406478482316,223.6385345510954,1
C01094,0.0,2.0,0.0,1,245.40980761442367,42.30612000419879,1
C01095,0.0,0.0,2.0,1,121.50207885033572,224.97239490836384,1
C01096,0.0,0.0,0.0,1,128.63134114055285,259.2300881383243,1
C01097,0.0,0.0,9.0,1,9.552122389765378,456.9331446958098,1
C01098,0.0,0.0,2.0,1,154.12306712988774,430.93133056706864,1
C01099,0.0,0.0,6.0,1,122.86224789696023,496.0160025419775,1
C01100,0.0,0.0,4.0,1,42.4476160280063,299.114631868308,1
C01101,0.0,0.0,12.0,1,101.78684067838483,127.3031593175275,1
C01102,0.0,0.0,0.0,1,155.2265343131014,172.63786686771132,1
C01103,0.0,0.0,14.0,1,33.391331717924345,269.5037290229565,1
C01104,0.0,0.0,6.0,1,95.68060079294736,459.82409840885487,1
C01105,0.0,0.0,0.0,1,218.5038251936355,215.8706804110588,1
C01106,0.0,1.0,0.0,1,356.94742447350507,82.231987965455,1
C01215,0.0,0.0,12.0,1,10.427393302809387,592.2397714940826,1
C01216,0.0,0.0,10.0,1,41.6731584110884,534.2189496496301,1
C01217,0.0,0.0,10.0,1,46.60191608310341,381.34120832903443,1
C01218,0.0,0.0,0.0,1,196.18967008419705,361.18187686391747,1
C01219,0.0,0.0,10.0,1,48.98509010924528,255.28396459243078,1
C01220,0.0,1.0,29.0,1,10.150116737984288,52.09761424117414,1
C01221,0.0,0.0,21.0,1,56.55285559164028,255.45727674351915,1
C01222,0.0,0.0,7.0,1,102.24285132148916,311.29506915211107,1
C01223,0.0,0.0,0.0,1,286.8774986244342,151.45876759650733,1
C01224,0.0,0.0,0.0,1,190.57979880658036,248.1070686411472,1
C01225,0.0,0.0,14.0,1,49.31073042199135,395.38414233167833,1
C01226,0.0,0.0,8.0,1,110.36375435161638,509.3311328708865,1
C01227,0.0,0.0,5.0,1,65.6826303489117,570.7265376630263,1
C01228,0.0,0.0,7.0,1,14.599491120276594,473.209765996873,1
C01229,0.0,0.0,2.0,1,46.38396415007412,409.75169428781044,1
C01230,0.0,0.0,22.0,1,6.575540831654327,208.4521597344398,1
C01231,0.0,2.0,8.0,1,55.78446149825835,57.767468288179074,1
C01232,0.0,0.0,2.0,1,62.678547388005484,216.0136270505932,1
C01233,0.0,0.0,6.0,1,84.67053129286079,293.48678236222526,1
C01234,0.0,0.0,0.0,1,126.66297839529692,273.4836104080769,1
C01235,0.0,0.0,0.0,1,376.05909309423424,186.96318981407555,1
C01344,0.0,0.0,0.0,1,177.582230066972,416.0054857593673,1
C01345,0.0,0.0,2.0,1,115.39532375430016,416.73284968930085,1
C01346,0.0,0.0,14.0,1,106.97195997754928,183.56878551447522,1
C01347,0.0,1.0,29.0,1,14.701503463218401,136.85295035311964,1
C01348,0.0,0.0,56.0,1,25.255569111509125,318.7806974347225,1
C01349,0.0,0.0,19.0,1,84.22047820976519,197.9024807539331,1
C01350,0.0,0.0,2.0,1,117.42984180642276,318.9195050795006,1
C01351,0.0,0.0,3.0,1,71.48832749596781,493.64690374387106,1
C01352,0.0,0.0,0.0,1,256.44802752071075,396.6164706662606,1
C01353,0.0,0.0,0.0,1,219.8149486159331,217.3906626725619,1
C01354,0.0,0.0,6.0,1,33.57778606661053,159.2114415530472,1
C01355,0.0,0.0,0.0,1,180.8562479400244,321.8302568800844,1
C01356,0.0,0.0,2.0,1,140.77234033364067,393.58709747528854,1
C01357,0.0,0.0,0.0,1,162.7291593836322,230.4549959124597,1
C01358,0.0,0.0,12.0,1,26.01297901090585,276.2394015758819,1
C01359,0.0,1.0,34.0,1,3.371630321708594,58.714089037583385,1
C01360,0.0,0.0,16.0,1,77.00127120397049,143.01408036173456,1
C01361,0.0,2.0,2.0,1,142.63126286132083,60.318974688808304,1
C01362,0.0,0.0,0.0,1,176.60661007480627,207.6318449980362,1
C01363,0.0,0.0,0.0,1,183.83213643290702,455.6134188180457,1
C01364,0.0,0.0,0.0,1,194.2887114739156,433.7607276438905,1
C01472,0.0,0.0,0.0,1,295.516677004275,252.87189365815155,1
C01473,0.0,0.0,10.0,1,48.83570070543118,171.61614737598794,1
C01474,0.0,0.0,5.0,1,121.01736657921154,346.35243535753307,1
C01475,0.0,0.0,8.0,1,80.0660669735768,216.73458621242432,1
C01476,0.0,0.0,14.0,1,29.330265102277952,178.89972572859023,1
C01477,0.0,0.0,19.0,1,42.03465150280318,341.8996333285607,1
C01478,0.0,0.0,6.0,1,22.901222781685824,279.9880342195869,1
C01479,0.0,0.0,0.0,1,271.49395161052234,406.06802304797765,1
C01480,0.0,0.0,0.0,1,171.54113669889642,613.5056473888707,1
C01481,0.0,0.0,6.0,1,66.31436111688997,433.8073079456757,1
C01482,0.0,0.0,13.0,1,95.90838738407865,203.1707738117323,1
C01483,0.0,2.0,8.0,1,24.426153572040064,51.56343903696297,1
C01484,0.0,0.0,0.0,1,182.01177928518436,198.56890122956835,1
C01485,0.0,0.0,4.0,1,73.28739453016385,330.2920310955425,1
C01486,0.0,1.0,6.0,1,72.32753705289453,85.39044236451956,1
C01487,0.0,0.0,0.0,1,176.73189194027847,174.61451683407617,1
C01488,0.0,1.0,16.0,1,22.43575638509742,42.82235801696026,1
C01489,0.0,0.0,15.0,1,92.74412817466417,223.14145480334636,1
C01490,0.0,0.0,23.0,1,39.95609466968613,221.22171734189934,1
C01491,0.0,0.0,28.0,1,23.982958329621905,353.67707685577375,1
C01492,0.0,0.0,67.0,1,8.494715627930315,436.20626122293373,1
C01493,0.0,0.0,8.0,1,91.35573491427427,375.4600627126577,1
C01601,0.0,0.0,0.0,1,317.76358274455004,212.92189286343753,1
C01602,0.0,1.0,2.0,1,69.90924071595033,104.13279934039262,1
C01603,0.0,0.0,12.0,1,81.70798095455775,318.35757779010663,1
C01604,0.0,0.0,2.0,1,111.74249895258353,430.4070895165206,1
C01605,0.0,0.0,14.0,1,47.58876049436869,412.6517826341917,1
C01606,0.0,0.0,8.0,1,5.655124874418027,203.6505743257267,1
C01607,0.0,1.0,0.0,1,138.59552766369126,54.51143420551948,1
C01608,0.0,0.0,2.0,1,107.47116611391114,299.11442040645085,1
C01609,0.0,0.0,14.0,1,67.9142395748229,548.6049366630157,1
C01610,0.0,0.0,11.0,1,77.94176905744484,345.91870739049057,1
C01611,0.0,0.0,9.0,1,78.33737607829754,173.1428350417543,1
C01612,0.0,0.0,4.0,1,34.53890717081694,252.01921065136202,1
C01613,0.0,0.0,0.0,1,171.5222434909223,316.6772849882591,1
C01614,0.0,0.0,8.0,1,9.65162357078859,426.33075291655797,1
C01615,0.0,0.0,16.0,1,87.91860305010478,294.063853870898,1
C01616,0.0,0.0,18.0,1,23.22789294239534,310.7324955602009,1
C01617,0.0,0.0,0.0,1,162.10727812243553,221.53305622376044,1
C01618,0.0,0.0,6.0,1,108.3034979196766,355.8076814834235,1
C01619,0.0,0.0,37.0,1,5.14819963897208,450.863759791958,1
C01620,0.0,0.0,53.0,1,52.67566632418557,489.70987591204664,1
C01621,0.0,0.0,32.0,1,20.376581898207718,255.94944603943696,1
C01622,0.0,1.0,24.0,1,62.483653896172264,127.29679999904634,1
C01730,0.0,0.0,0.0,1,176.25530237513303,170.03727239847908,1
C01731,0.0,2.0,4.0,1,97.67439709031564,101.18635476401906,1
C01732,0.0,0.0,9.0,1,77.62173245581315,341.41570376323534,1
C01733,0.0,0.0,9.0,1,46.73287729956589,589.8225895655918,1
C01734,0.0,0.0,16.0,1,98.49299496933705,504.53326306622057,1
C01735,0.0,0.0,14.0,1,50.95628555403437,301.74783110437176,1
C01736,0.0,0.0,21.0,1,66.53563574415466,229.2371994509983,1
C01737,0.0,0.0,7.0,1,10.454681388431137,372.89091387171277,1
C01738,0.0,0.0,6.0,1,90.45108531214248,560.9344616400741,1
C01739,0.0,0.0,16.0,1,18.86330245763589,316.17425489597997,1
C01740,0.0,1.0,12.0,1,69.20751005917984,101.41424289820638,1
C01741,0.0,0.0,0.0,1,172.19643514483892,213.54984866818498,1
C01742,0.0,0.0,4.0,1,56.676623907795836,199.22254898498505,1
C01743,0.0,0.0,2.0,1,79.2760011097976,202.00712420100115,1
C01744,0.0,0.0,20.0,1,22.82529923715855,408.5634986533215,1
C01745,0.0,0.0,12.0,1,34.82443727649674,421.30163308756966,1
C01746,0.0,0.0,14.0,1,73.52848357601337,301.4628999184238,1
C01747,0.0,0.0,36.0,1,14.99524599791805,359.53399562794897,1
C01748,0.0,0.0,40.0,1,7.702596826166057,540.9708938539766,1
C01749,0.0,0.0,46.0,1,82.49845095061731,489.94895567150303,1
C01750,0.0,0.0,48.0,1,4.208376891673486,256.40658245392024,1
C01751,0.0,0.0,8.0,1,110.99550739129893,128.21346219411416,1
C01856,0.0,0.0,0.0,1,407.74421637436296,553.7324329443414,1
C01857,0.0,0.0,0.0,1,321.72157541841597,466.3965486653591,1
C01858,0.0,0.0,0.0,1,230.61869817578093,443.4528653358526,1
C01859,0.0,0.0,4.0,1,12.927490462058001,225.5401396013338,1
C01860,0.0,0.0,12.0,1,52.685551338316415,140.16658081828885,1
C01861,0.0,0.0,0.0,1,130.58612668245547,335.0024072234481,1
C01862,0.0,0.0,12.0,1,27.978875329818298,574.2878679832266,1
C01863,0.0,0.0,30.0,1,50.41808431349822,640.1989122675043,1
C01864,0.0,0.0,21.0,1,82.36290263556344,491.177072292972,1
C01865,0.0,0.0,12.0,1,35.11161734462152,444.5842838248954,1
C01866,0.0,0.0,9.0,1,46.2905738143544,343.6315845362487,1
C01867,0.0,0.0,6.0,1,52.106382190744526,378.45627992890184,1
C01868,0.0,0.0,7.0,1,64.59644226822051,453.0701565931576,1
C01869,0.0,0.0,31.0,1,6.9811366199785425,214.06619867812995,1
C01870,0.0,2.0,4.0,1,114.0416728417736,80.79514985582438,1
C01871,0.0,1.0,4.0,1,75.93552953827084,154.07333114343405,1
C01872,0.0,0.0,10.0,1,36.64525891202803,157.65736764743414,1
C01873,0.0,0.0,5.0,1,124.74097686887602,388.5525701593057,1
C01874,0.0,0.0,8.0,1,112.79768336740341,302.0019668674457,1
C01875,0.0,1.0,14.0,1,27.37233355170087,67.74955333268383,1
C01876,0.0,0.0,24.0,1,50.61452548097305,207.30368053112466,1
C01877,0.0,0.0,24.0,1,61.40703327866845,334.4596895095246,1
C01878,0.0,0.0,34.0,1,18.440857547631676,501.07011837698616,1
C01879,0.0,0.0,14.0,1,49.57181304574092,437.01092906642884,1
C01880,0.0,0.0,0.0,1,251.8582489299709,376.394618034857,1
C01980,0.0,0.0,0.0,1,253.69209897921266,1567.7729451258351,1
C01981,0.0,0.0,0.0,1,287.2054258033371,1320.5370652810298,1
C01982,0.0,0.0,0.0,1,338.6245393496815,1074.5809760523093,1
C01983,0.0,0.0,0.0,1,521.3887232082143,831.041760326178,1
C01984,0.0,0.0,0.0,1,505.61381244481987,592.9051700892243,1
C01985,0.0,0.0,0.0,1,260.5662169928206,370.73261797558496,1
C01986,0.0,0.0,2.0,1,71.72293594739328,219.88362227216965,1
C01987,0.0,0.0,0.0,1,259.59448613876447,290.26701613519464,1
C01988,0.0,0.0,10.0,1,27.050198198934602,226.42201329156734,1
C01989,0.0,1.0,4.0,1,116.36392485178888,137.28390499334472,1
C01990,0.0,0.0,12.0,1,21.82929188858811,333.8065503213451,1
C01991,0.0,0.0,4.0,1,72.87869967961312,573.5911047990996,1
C01992,0.0,0.0,2.0,1,130.19030647215615,500.86670417191436,1
C01993,0.0,0.0,8.0,1,26.70792509500875,286.8235074498527,1
C01994,0.0,0.0,19.0,1,43.50388348213636,196.64178982005697,1
C01995,0.0,1.0,20.0,1,39.90714425477109,113.4743556933885,1
C01996,0.0,0.0,0.0,1,278.38559853710285,194.9946648674264,1
C01997,0.0,0.0,0.0,1,137.8294768156312,211.7430326901585,1
C01998,0.0,0.0,8.0,1,41.10038413671613,149.16138806050176,1
C01999,0.0,1.0,18.0,1,51.57092549591893,80.06414540360406,1
C02000,0.0,0.0,32.0,1,38.314342036205744,182.95487269938775,1
C02001,0.0,0.0,26.0,1,27.95336810309471,365.93006561237587,1
C02002,0.0,0.0,36.0,1,49.397344022756315,390.9190387932883,1
C02003,0.0,0.0,52.0,1,10.041565356270981,360.4376644322265,1
C02004,0.0,1.0,26.0,1,71.48603063477783,120.58669036883457,1
C02005,0.0,1.0,19.0,1,102.44575664233983,107.49956328652773,1
C02006,0.0,0.0,14.0,1,31.00595129035551,160.51210462240388,1
C02007,0.0,0.0,7.0,1,129.4458621855163,406.16759515479924,1
C02008,0.0,0.0,0.0,1,255.60405966717255,655.1183824144704,1
C02010,0.0,0.0,0.0,1,247.47594202931367,203.0610383689847,1
C02011,0.0,1.0,0.0,1,284.5819102323192,100.21122664304154,1
C02108,0.0,0.0,1.0,1,109.82604317835292,1578.527981719714,1
C02109,0.0,0.0,1.0,1,106.72166059463206,1553.6199902824071,1
C02110,0.0,0.0,17.0,1,67.98286161973185,1303.7028831438572,1
C02111,0.0,0.0,0.0,1,186.23337854436917,1053.8250997343464,1
C02112,0.0,0.0,0.0,1,385.7592426946057,804.0233044773045,1
C02113,0.0,0.0,0.0,1,483.7231989130665,554.4002231737496,1
C02114,0.0,0.0,0.0,1,274.1085235525104,305.3944019912653,1
C02115,0.0,1.0,4.0,1,80.16289067088155,64.59004629276619,1
C02116,0.0,0.0,13.0,1,29.210286541811328,200.1949234935812,1
C02117,0.0,0.0,9.0,1,28.49312509208511,266.3223694048412,1
C02118,0.0,1.0,8.0,1,96.12451608241557,117.8379959328924,1
C02119,0.0,0.0,18.0,1,23.024027845598567,286.0838725366252,1
C02120,0.0,0.0,6.0,1,97.16721902668108,524.2157675667756,1
C02121,0.0,0.0,33.0,1,10.316969748215834,465.7040513325777,1
C02122,0.0,0.0,11.0,1,57.97668614190631,219.7283152107984,1
C02123,0.0,3.0,0.0,1,169.06059757454867,59.502010391413904,1
C02124,0.0,0.0,6.0,1,143.61967831990964,180.74897761582574,1
C02125,0.0,0.0,0.0,1,204.32743149955363,196.12111910063322,1
C02126,0.0,2.0,26.0,1,4.831516315194094,39.42860591268065,1
C02127,0.0,1.0,10.0,1,82.41450729760648,131.5242735033209,1
C02128,0.0,0.0,14.0,1,77.84244972950873,219.0330995807306,1
C02129,0.0,0.0,35.0,1,9.455787194532352,373.7238861302204,1
C02130,0.0,0.0,30.0,1,30.74899853020255,341.91948847512884,1
C02131,0.0,0.0,18.0,1,67.02099474299177,149.94377704823577,1
C02132,0.0,0.0,43.0,1,47.169765066127724,230.34178073438676,1
C02133,0.0,0.0,52.0,1,29.461046929640275,302.32113417494514,1
C02134,0.0,0.0,50.0,1,54.58506256765932,224.6263740754859,1
C02135,0.0,0.0,20.0,1,49.94305493734161,254.2931134612565,1
C02137,0.0,0.0,0.0,1,351.76298578309974,684.1644150354929,1
C02138,0.0,0.0,1.0,1,164.07171448732015,469.89955546322005,1
C02139,0.0,0.0,3.0,1,87.34141310206452,237.26749821423914,1
C02140,0.0,2.0,2.0,1,116.94190853542476,99.80119032544198,1
C02141,0.0,0.0,0.0,1,315.6330588341884,177.1338864236492,1
C02235,0.0,0.0,0.0,1,668.7786301374359,1054.525912838413,1
C02236,0.0,0.0,0.0,1,457.99982361999685,1225.2360218686736,1
C02237,0.0,0.0,0.0,1,291.7052803032927,1419.641404623526,1
C02238,0.0,0.0,0.0,1,257.17143134193464,1579.4170256590494,1
C02239,0.0,0.0,10.0,1,105.92686110639313,1334.3403892014128,1
C02240,0.0,0.0,2.0,0,130.3682975818175,1091.4991560082292,1
C02241,0.0,0.0,0.0,1,359.16752739606176,852.805101344484,1
C02242,0.0,0.0,0.0,1,346.8105600618204,623.0430757112023,1
C02243,0.0,0.0,0.0,1,183.36177256734373,417.23950856093916,1
C02244,0.0,0.0,6.0,1,75.36627346734225,291.5389181853311,1
C02245,0.0,0.0,27.0,1,8.788205822682375,347.7083176013659,1
C02246,0.0,0.0,19.0,1,31.571059446655735,273.4263546912341,1
C02247,0.0,0.0,8.0,1,104.85305242596932,133.11709236536166,1
C02248,0.0,0.0,0.0,1,203.47230209840623,292.70864203142327,1
C02249,0.0,0.0,31.0,1,15.114098362164743,527.8603394459102,1
C02250,0.0,0.0,46.0,1,16.44418648367574,551.9804768726941,1
C02251,0.0,0.0,30.0,1,40.25112867654387,315.72540342092833,1
C02252,0.0,0.0,16.0,1,81.26515327286161,140.29473932407114,1
C02253,0.0,0.0,16.0,1,32.582543781115,254.32793279290067,1
C02254,0.0,0.0,10.0,1,66.89943071931125,161.01103895484883,1
C02255,0.0,0.0,17.0,1,68.22920753552863,191.0147736711087,1
C02256,0.0,1.0,28.0,1,29.393194632159904,99.30652016960353,1
C02257,0.0,0.0,19.0,1,20.764051652726025,328.9938086587145,1
C02258,0.0,0.0,26.0,1,20.468564616543894,568.9480448474613,1
C02259,0.0,0.0,30.0,1,6.067071056241417,334.0275108183701,1
C02260,0.0,1.0,39.0,1,66.50507895207026,130.95257790480352,1
C02261,0.0,0.0,41.0,1,42.30716602310432,218.45543558426485,1
C02262,0.0,0.0,42.0,1,33.98258806326013,431.3131801588803,1
C02263,0.0,0.0,79.0,1,17.03578060799535,219.89955086787344,1
C02264,0.0,0.0,21.0,1,53.026333728068224,188.8930003071004,1
C02265,0.0,0.0,0.0,1,194.41656561187932,384.71459376808673,1
C02266,0.0,0.0,3.0,1,121.91734580229459,620.7496047129388,1
C02267,0.0,0.0,9.0,1,85.52827688776713,580.8110045156229,1
C02268,0.0,0.0,8.0,1,74.14710344527059,388.7246497679974,1
C02269,0.0,0.0,11.0,1,17.70458361188158,177.8660208828118,1
C02270,0.0,1.0,0.0,1,215.44961287942436,110.15069978859695,1
C02363,0.0,0.0,0.0,1,662.9741544026361,704.6116810415134,1
C02364,0.0,0.0,0.0,1,581.128590936835,872.1559662680936,1
C02365,0.0,0.0,0.0,1,463.037263177955,1072.3033329864813,1
C02366,0.0,0.0,0.0,1,387.9444717095963,1289.96621908126,1
C02367,0.0,0.0,0.0,1,338.39566677673895,1515.71247202572,1
C02370,0.0,0.0,0.0,1,252.6204448422101,965.9708109543203,1
C02371,0.0,0.0,0.0,1,128.69303152790326,770.7176791330573,1
C02372,0.0,0.0,18.0,1,21.69748730884953,616.3699167226979,1
C02373,0.0,0.0,27.0,1,49.614853933193565,539.2754468295815,1
